"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: A cyclist dressed in black and white is pointing.<SPLIT>[[[[Hypothesis]]]]: A cyclist dressed in black and white [[eats]] [[cheese]].","[[[[Premise]]]]: A cyclist dressed in black and white is pointing.<SPLIT>[[[[Hypothesis]]]]: A cyclist dressed in black and white [[comer]] [[gorgonzola]].",0.0008903145790100098,0.6456589698791504,0.0,2.0,0.0,79.0,"Successful"
"[[[[Premise]]]]: A young man at a bowling alley posing on the scoring machine.<SPLIT>[[[[Hypothesis]]]]: A [[man]] is [[sleeping]].","[[[[Premise]]]]: A young man at a bowling alley posing on the scoring machine.<SPLIT>[[[[Hypothesis]]]]: A [[male]] is [[dream]].",0.0006472468376159668,0.7397122979164124,0.0,1.0,0.0,72.0,"Successful"
"[[[[Premise]]]]: A young man at a bowling alley posing on the scoring machine.<SPLIT>[[[[Hypothesis]]]]: A young man is at the bowling [[alley]].","[[[[Premise]]]]: A young man at a bowling alley posing on the scoring machine.<SPLIT>[[[[Hypothesis]]]]: A young man is at the bowling [[gangway]].",0.01717674732208252,0.9728826284408569,1.0,0.0,1.0,50.0,"Successful"
"[[[[Premise]]]]: A young man at a bowling alley posing on the scoring machine.<SPLIT>[[[[Hypothesis]]]]: A young man is bowling.","[[[[Premise]]]]: A young man at a bowling alley posing on the scoring machine.<SPLIT>[[[[Hypothesis]]]]: A young man is bowling.",0.7862764000892639,0.7862764000892639,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A local street in an Arabic country where there is a market selling Coca-Cola.<SPLIT>[[[[Hypothesis]]]]: A crowded street where people are [[buying]] soft drinks and other items.","[[[[Premise]]]]: A local street in an Arabic country where there is a market selling Coca-Cola.<SPLIT>[[[[Hypothesis]]]]: A crowded street where people are [[procuring]] soft drinks and other items.",0.09336930513381958,0.6658903956413269,2.0,1.0,2.0,47.0,"Successful"
"[[[[Premise]]]]: A local street in an Arabic country where there is a market selling Coca-Cola.<SPLIT>[[[[Hypothesis]]]]: A [[snowy]] [[mountain]] in the [[Rockies]].","[[[[Premise]]]]: A local street in an Arabic country where there is a market selling Coca-Cola.<SPLIT>[[[[Hypothesis]]]]: A [[xue]] [[hil]] in the [[Ubaldo]].",1.2159347534179688e-05,0.642637312412262,0.0,0.0,0.0,70.0,"Failed"
"[[[[Premise]]]]: A local street in an Arabic country where there is a market selling Coca-Cola.<SPLIT>[[[[Hypothesis]]]]: A market is selling soft drinks in an Arabic country.","[[[[Premise]]]]: A local street in an Arabic country where there is a market selling Coca-Cola.<SPLIT>[[[[Hypothesis]]]]: A market is selling soft drinks in an Arabic country.",0.859999418258667,0.859999418258667,0.0,0.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A group of women playing volleyball indoors.<SPLIT>[[[[Hypothesis]]]]: [[People]] are [[inside]].","[[[[Premise]]]]: A group of women playing volleyball indoors.<SPLIT>[[[[Hypothesis]]]]: [[Burgers]] are [[within]].",0.025250673294067383,0.9998863339424133,1.0,0.0,1.0,55.0,"Successful"
"[[[[Premise]]]]: A group of women playing volleyball indoors.<SPLIT>[[[[Hypothesis]]]]: People are [[outside]] tossing a ball.","[[[[Premise]]]]: A group of women playing volleyball indoors.<SPLIT>[[[[Hypothesis]]]]: People are [[foreign]] tossing a ball.",0.05079853534698486,0.999001145362854,0.0,2.0,0.0,23.0,"Successful"
"[[[[Premise]]]]: A group of women playing volleyball indoors.<SPLIT>[[[[Hypothesis]]]]: Awoman [[serves]] the volleyball.","[[[[Premise]]]]: A group of women playing volleyball indoors.<SPLIT>[[[[Hypothesis]]]]: Awoman [[dessert]] the volleyball.",0.34014588594436646,0.9891347885131836,2.0,0.0,2.0,33.0,"Successful"
"[[[[Premise]]]]: A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.<SPLIT>[[[[Hypothesis]]]]: A [[man]] wearing a [[bathing]] [[suit]] is bent over in a [[cornfield]] while looking at the [[camera]].","[[[[Premise]]]]: A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.<SPLIT>[[[[Hypothesis]]]]: A [[humans]] wearing a [[beach]] [[suits]] is bent over in a [[maize]] while looking at the [[cameras]].",0.0003069639205932617,0.6792523264884949,0.0,2.0,0.0,105.0,"Successful"
"[[[[Premise]]]]: A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.<SPLIT>[[[[Hypothesis]]]]: A woman wearing a striped wrap is looking at the [[camera]].","[[[[Premise]]]]: A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.<SPLIT>[[[[Hypothesis]]]]: A woman wearing a striped wrap is looking at the [[cams]].",0.04050123691558838,0.9977025389671326,1.0,0.0,1.0,31.0,"Successful"
"[[[[Premise]]]]: A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.<SPLIT>[[[[Hypothesis]]]]: A woman wearing a striped wrap and a [[hat]] is bent over in a cornfield while looking at the camera.","[[[[Premise]]]]: A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.<SPLIT>[[[[Hypothesis]]]]: A woman wearing a striped wrap and a [[headgear]] is bent over in a cornfield while looking at the camera.",0.0016093254089355469,0.9435556530952454,2.0,1.0,2.0,52.0,"Successful"
"[[[[Premise]]]]: Two women competing in a roller derby with several teammates and referee in the background.<SPLIT>[[[[Hypothesis]]]]: Two roller derby competitors skate quickly ahead of teammates.","[[[[Premise]]]]: Two women competing in a roller derby with several teammates and referee in the background.<SPLIT>[[[[Hypothesis]]]]: Two roller derby competitors skate quickly ahead of teammates.",0.948699414730072,0.948699414730072,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: Two women competing in a roller derby with several teammates and referee in the background.<SPLIT>[[[[Hypothesis]]]]: Two roller derby competitors are [[near]] their teammates and a referee.","[[[[Premise]]]]: Two women competing in a roller derby with several teammates and referee in the background.<SPLIT>[[[[Hypothesis]]]]: Two roller derby competitors are [[about]] their teammates and a referee.",0.012835144996643066,0.6904764175415039,1.0,2.0,1.0,32.0,"Successful"
"[[[[Premise]]]]: Two women competing in a roller derby with several teammates and referee in the background.<SPLIT>[[[[Hypothesis]]]]: Two [[people]] [[sleep]] in a [[hotel]] [[room]].","[[[[Premise]]]]: Two women competing in a roller derby with several teammates and referee in the background.<SPLIT>[[[[Hypothesis]]]]: Two [[beings]] [[dodo]] in a [[radisson]] [[board]].",2.4080276489257812e-05,0.556881308555603,0.0,1.0,0.0,120.0,"Successful"
"[[[[Premise]]]]: Two girls playing basketball.<SPLIT>[[[[Hypothesis]]]]: The girl [[threw]] the basketball.","[[[[Premise]]]]: Two girls playing basketball.<SPLIT>[[[[Hypothesis]]]]: The girl [[dump]] the basketball.",0.13792330026626587,0.968989372253418,2.0,0.0,2.0,50.0,"Successful"
"[[[[Premise]]]]: Two girls playing basketball.<SPLIT>[[[[Hypothesis]]]]: Girls are playing [[basketball]].","[[[[Premise]]]]: Two girls playing basketball.<SPLIT>[[[[Hypothesis]]]]: Girls are playing [[hockey]].",0.01377195119857788,0.9999873638153076,1.0,0.0,1.0,28.0,"Successful"
"[[[[Premise]]]]: Two girls playing basketball.<SPLIT>[[[[Hypothesis]]]]: The [[men]] are playing basketball.","[[[[Premise]]]]: Two girls playing basketball.<SPLIT>[[[[Hypothesis]]]]: The [[humans]] are playing basketball.",0.00105971097946167,0.999971866607666,0.0,1.0,0.0,45.0,"Successful"
"[[[[Premise]]]]: A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch.<SPLIT>[[[[Hypothesis]]]]: World Series [[game]] 3 is being played","[[[[Premise]]]]: A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch.<SPLIT>[[[[Hypothesis]]]]: World Series [[bookmaking]] 3 is being played",0.042544782161712646,0.5295224189758301,2.0,0.0,2.0,45.0,"Successful"
"[[[[Premise]]]]: A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch.<SPLIT>[[[[Hypothesis]]]]: There are people outdoors","[[[[Premise]]]]: A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch.<SPLIT>[[[[Hypothesis]]]]: There are people outdoors",0.890810489654541,0.890810489654541,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch.<SPLIT>[[[[Hypothesis]]]]: There are a [[group]] of [[people]] [[hiking]] [[Mt]] [[Fiji]].","[[[[Premise]]]]: A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch.<SPLIT>[[[[Hypothesis]]]]: There are a [[panels]] of [[humans]] [[altitudes]] [[Mont]] [[Tonga]].",2.5153160095214844e-05,0.9419156908988953,0.0,1.0,0.0,137.0,"Successful"
"[[[[Premise]]]]: A band singing and playing electric guitar for a crowd of people.<SPLIT>[[[[Hypothesis]]]]: A band is playing a [[cover]] song.","[[[[Premise]]]]: A band singing and playing electric guitar for a crowd of people.<SPLIT>[[[[Hypothesis]]]]: A band is playing a [[coverings]] song.",0.0011220574378967285,0.852713942527771,2.0,1.0,2.0,50.0,"Successful"
"[[[[Premise]]]]: A band singing and playing electric guitar for a crowd of people.<SPLIT>[[[[Hypothesis]]]]: A band is playing a concert.","[[[[Premise]]]]: A band singing and playing electric guitar for a crowd of people.<SPLIT>[[[[Hypothesis]]]]: A band is playing a concert.",0.7377562522888184,0.7377562522888184,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A band singing and playing electric guitar for a crowd of people.<SPLIT>[[[[Hypothesis]]]]: The band is backstage.","[[[[Premise]]]]: A band singing and playing electric guitar for a crowd of people.<SPLIT>[[[[Hypothesis]]]]: The band is backstage.",0.798467218875885,0.798467218875885,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: A man is installing a roof.<SPLIT>[[[[Hypothesis]]]]: A man is on [[top]] of a building.","[[[[Premise]]]]: A man is installing a roof.<SPLIT>[[[[Hypothesis]]]]: A man is on [[principal]] of a building.",0.04098397493362427,0.9666877388954163,1.0,2.0,1.0,43.0,"Successful"
"[[[[Premise]]]]: A man is installing a roof.<SPLIT>[[[[Hypothesis]]]]: A man is putting a [[roof]] on a beach house.","[[[[Premise]]]]: A man is installing a roof.<SPLIT>[[[[Hypothesis]]]]: A man is putting a [[toit]] on a beach house.",0.004543304443359375,0.8195049166679382,2.0,0.0,2.0,26.0,"Successful"
"[[[[Premise]]]]: A man is installing a roof.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[man]] is on his [[couch]] [[watching]] [[TV]].","[[[[Premise]]]]: A man is installing a roof.<SPLIT>[[[[Hypothesis]]]]: [[another]] [[husband]] is on his [[roasted]] [[sighting]] [[BROADCASTING]].",5.6624412536621094e-05,0.38676679134368896,0.0,0.0,0.0,103.0,"Failed"
"[[[[Premise]]]]: Children are playing and swimming in a boy of water with a footbridge in the background.<SPLIT>[[[[Hypothesis]]]]: Children are swimming in cold water.","[[[[Premise]]]]: Children are playing and swimming in a boy of water with a footbridge in the background.<SPLIT>[[[[Hypothesis]]]]: Children are swimming in cold water.",0.5741010904312134,0.5741010904312134,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: Children are playing and swimming in a boy of water with a footbridge in the background.<SPLIT>[[[[Hypothesis]]]]: Children are [[swimming]].","[[[[Premise]]]]: Children are playing and swimming in a boy of water with a footbridge in the background.<SPLIT>[[[[Hypothesis]]]]: Children are [[bathers]].",0.01108628511428833,0.7002537250518799,1.0,2.0,1.0,31.0,"Successful"
"[[[[Premise]]]]: Children are playing and swimming in a boy of water with a footbridge in the background.<SPLIT>[[[[Hypothesis]]]]: [[Old]] people are swimming.","[[[[Premise]]]]: Children are playing and swimming in a boy of water with a footbridge in the background.<SPLIT>[[[[Hypothesis]]]]: [[Longstanding]] people are swimming.",0.002465367317199707,0.6600377559661865,0.0,2.0,0.0,65.0,"Successful"
"[[[[Premise]]]]: A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[man]] is [[riding]] on [[top]] of a camel.","[[[[Premise]]]]: A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.<SPLIT>[[[[Hypothesis]]]]: [[another]] [[masculine]] is [[constituency]] on [[elder]] of a camel.",4.220008850097656e-05,0.29241394996643066,0.0,0.0,0.0,127.0,"Failed"
"[[[[Premise]]]]: A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.<SPLIT>[[[[Hypothesis]]]]: A guy is next to a [[dog]] while holding some musical instruments.","[[[[Premise]]]]: A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.<SPLIT>[[[[Hypothesis]]]]: A guy is next to a [[terrier]] while holding some musical instruments.",0.035469233989715576,0.9165612459182739,1.0,2.0,1.0,75.0,"Successful"
"[[[[Premise]]]]: A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.<SPLIT>[[[[Hypothesis]]]]: The street [[performer]] takes a break.","[[[[Premise]]]]: A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.<SPLIT>[[[[Hypothesis]]]]: The street [[cellist]] takes a break.",0.011975347995758057,0.7365362644195557,2.0,0.0,2.0,71.0,"Successful"
"[[[[Premise]]]]: A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.<SPLIT>[[[[Hypothesis]]]]: The man and woman are going to a movie in the [[city]].","[[[[Premise]]]]: A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.<SPLIT>[[[[Hypothesis]]]]: The man and woman are going to a movie in the [[towns]].",0.005533158779144287,0.6040364503860474,2.0,0.0,2.0,60.0,"Successful"
"[[[[Premise]]]]: A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.<SPLIT>[[[[Hypothesis]]]]: A woman [[dances]] with a man in a busy [[club]].","[[[[Premise]]]]: A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.<SPLIT>[[[[Hypothesis]]]]: A woman [[danse]] with a man in a busy [[nightclubs]].",0.00024169683456420898,0.8441299200057983,0.0,2.0,0.0,55.0,"Successful"
"[[[[Premise]]]]: A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.<SPLIT>[[[[Hypothesis]]]]: A man and [[woman]] walk down a city street.","[[[[Premise]]]]: A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.<SPLIT>[[[[Hypothesis]]]]: A man and [[mesdames]] walk down a city street.",0.012781918048858643,0.7674287557601929,1.0,0.0,1.0,73.0,"Successful"
"[[[[Premise]]]]: Women in blue dress singing on stage.<SPLIT>[[[[Hypothesis]]]]: A [[woman]] is singing for the first time.","[[[[Premise]]]]: Women in blue dress singing on stage.<SPLIT>[[[[Hypothesis]]]]: A [[mesdames]] is singing for the first time.",0.006036102771759033,0.6675289869308472,2.0,0.0,2.0,61.0,"Successful"
"[[[[Premise]]]]: Women in blue dress singing on stage.<SPLIT>[[[[Hypothesis]]]]: A [[woman]] is singing on stage.","[[[[Premise]]]]: Women in blue dress singing on stage.<SPLIT>[[[[Hypothesis]]]]: A [[hen]] is singing on stage.",0.024756252765655518,0.9999328255653381,1.0,0.0,1.0,59.0,"Successful"
"[[[[Premise]]]]: Women in blue dress singing on stage.<SPLIT>[[[[Hypothesis]]]]: A [[man]] is singing on stage.","[[[[Premise]]]]: Women in blue dress singing on stage.<SPLIT>[[[[Hypothesis]]]]: A [[humans]] is singing on stage.",0.0003660917282104492,0.9999831914901733,0.0,1.0,0.0,63.0,"Successful"
"[[[[Premise]]]]: A man sits at a table in a room.<SPLIT>[[[[Hypothesis]]]]: A man sits and [[waits]] for someone.","[[[[Premise]]]]: A man sits at a table in a room.<SPLIT>[[[[Hypothesis]]]]: A man sits and [[expectancy]] for someone.",0.012546062469482422,0.5593276619911194,2.0,1.0,2.0,60.0,"Successful"
